Ref,Val,Package,PosX,PosY,Rot,Side
"C94","100 nF","C_0402_1005Metric",-2.177559,4.318898,-90.000000,bottom
"C95","100 nF","C_0402_1005Metric",-2.253937,3.713976,90.000000,bottom
"C96","100 nF","C_0402_1005Metric",-2.057480,4.318898,-90.000000,bottom
"C97","100 nF","C_0402_1005Metric",-2.000394,3.713976,90.000000,bottom
"C98","100 nF","C_0402_1005Metric",-1.900787,4.318898,-90.000000,bottom
"C99","100 nF","C_0402_1005Metric",-1.822441,4.318898,-90.000000,bottom
"C100","100 nF","C_0402_1005Metric",-1.979134,4.318898,-90.000000,bottom
"C101","100 nF","C_0402_1005Metric",-1.743307,3.713976,90.000000,bottom
"C102","100 nF","C_0402_1005Metric",-2.267520,4.138583,0.000000,bottom
"C103","100 nF","C_0402_1005Metric",-1.898819,4.231102,90.000000,bottom
"C104","100 nF","C_0402_1005Metric",-2.057087,4.231102,90.000000,bottom
"C105","100 nF","C_0402_1005Metric",-2.133858,4.230906,90.000000,bottom
"C106","100 nF","C_0402_1005Metric",-1.977559,4.231102,90.000000,bottom
"C107","100 nF","C_0402_1005Metric",-1.819291,4.231102,90.000000,bottom
"C108","100 nF","C_0402_1005Metric",-1.693110,4.139764,180.000000,bottom
"C109","100 nF","C_0402_1005Metric",-1.802756,3.828740,0.000000,bottom
"C110","100 nF","C_0402_1005Metric",-1.898819,3.713583,90.000000,bottom
"C111","100 nF","C_0402_1005Metric",-2.077165,3.713976,90.000000,bottom
"C112","100 nF","C_0402_1005Metric",-2.311811,4.279331,-90.000000,bottom
"C113","100 nF","C_0402_1005Metric",-2.297047,4.000000,180.000000,bottom
"C114","100 nF","C_0402_1005Metric",-1.657480,4.314567,-90.000000,bottom
"C115","100 nF","C_0402_1005Metric",-1.818504,3.713976,90.000000,bottom
"C116","100 nF","C_0402_1005Metric",-2.119685,3.713780,90.000000,bottom
"C117","100 nF","C_0402_1005Metric",-1.659646,3.958661,0.000000,bottom
"C118","100 nF","C_0402_1005Metric",-2.259449,4.318898,-90.000000,bottom
"C119","100 nF","C_0402_1005Metric",-1.744094,4.319488,-90.000000,bottom
"C120","100 nF","C_0402_1005Metric",-2.155118,3.829134,180.000000,bottom
"C139","100 nF","C_0402_1005Metric",-5.293632,4.318841,-90.000000,bottom
"C140","100 nF","C_0402_1005Metric",-5.370010,3.713919,90.000000,bottom
"C141","100 nF","C_0402_1005Metric",-5.173553,4.318841,-90.000000,bottom
"C142","100 nF","C_0402_1005Metric",-5.116467,3.713919,90.000000,bottom
"C143","100 nF","C_0402_1005Metric",-5.016860,4.318841,-90.000000,bottom
"C144","100 nF","C_0402_1005Metric",-4.938514,4.318841,-90.000000,bottom
"C145","100 nF","C_0402_1005Metric",-5.095207,4.318841,-90.000000,bottom
"C146","100 nF","C_0402_1005Metric",-4.859380,3.713919,90.000000,bottom
"C147","100 nF","C_0402_1005Metric",-5.375522,4.318841,-90.000000,bottom
"C148","100 nF","C_0402_1005Metric",-4.860167,4.319431,-90.000000,bottom
"C149","100 nF","C_0402_1005Metric",-5.271191,3.829077,180.000000,bottom
"C150","100 nF","C_0402_1005Metric",-5.383593,4.138526,0.000000,bottom
"C151","100 nF","C_0402_1005Metric",-5.014892,4.231045,90.000000,bottom
"C152","100 nF","C_0402_1005Metric",-5.173159,4.231045,90.000000,bottom
"C153","100 nF","C_0402_1005Metric",-5.249931,4.230848,90.000000,bottom
"C154","100 nF","C_0402_1005Metric",-5.093632,4.231045,90.000000,bottom
"C155","100 nF","C_0402_1005Metric",-4.935364,4.231045,90.000000,bottom
"C156","100 nF","C_0402_1005Metric",-4.809183,4.139707,180.000000,bottom
"C157","100 nF","C_0402_1005Metric",-4.918829,3.828683,0.000000,bottom
"C158","100 nF","C_0402_1005Metric",-5.014892,3.713526,90.000000,bottom
"C159","100 nF","C_0402_1005Metric",-5.193238,3.713919,90.000000,bottom
"C160","100 nF","C_0402_1005Metric",-5.427884,4.279274,-90.000000,bottom
"C161","100 nF","C_0402_1005Metric",-5.413120,3.999943,180.000000,bottom
"C162","100 nF","C_0402_1005Metric",-4.773553,4.314510,-90.000000,bottom
"C163","100 nF","C_0402_1005Metric",-4.935039,3.715945,90.000000,bottom
"C164","100 nF","C_0402_1005Metric",-5.235758,3.713722,90.000000,bottom
"C165","100 nF","C_0402_1005Metric",-4.775719,3.958604,0.000000,bottom
"C224","100 nF","C_0402_1005Metric",-8.409031,4.319555,-90.000000,bottom
"C225","100 nF","C_0402_1005Metric",-8.485409,3.714634,90.000000,bottom
"C226","100 nF","C_0402_1005Metric",-8.288953,4.319555,-90.000000,bottom
"C227","100 nF","C_0402_1005Metric",-8.231866,3.714634,90.000000,bottom
"C228","100 nF","C_0402_1005Metric",-8.132260,4.319555,-90.000000,bottom
"C229","100 nF","C_0402_1005Metric",-8.053913,4.319555,-90.000000,bottom
"C230","100 nF","C_0402_1005Metric",-8.210606,4.319555,-90.000000,bottom
"C231","100 nF","C_0402_1005Metric",-7.974780,3.714634,90.000000,bottom
"C232","100 nF","C_0402_1005Metric",-8.490921,4.319555,-90.000000,bottom
"C233","100 nF","C_0402_1005Metric",-7.975567,4.320146,-90.000000,bottom
"C234","100 nF","C_0402_1005Metric",-8.386591,3.829791,180.000000,bottom
"C235","100 nF","C_0402_1005Metric",-8.498992,4.139240,0.000000,bottom
"C236","100 nF","C_0402_1005Metric",-8.130291,4.231760,90.000000,bottom
"C237","100 nF","C_0402_1005Metric",-8.288559,4.231760,90.000000,bottom
"C238","100 nF","C_0402_1005Metric",-8.365331,4.231563,90.000000,bottom
"C239","100 nF","C_0402_1005Metric",-8.209031,4.231760,90.000000,bottom
"C240","100 nF","C_0402_1005Metric",-8.050764,4.231760,90.000000,bottom
"C241","100 nF","C_0402_1005Metric",-7.924583,4.140421,180.000000,bottom
"C242","100 nF","C_0402_1005Metric",-8.034228,3.829398,0.000000,bottom
"C243","100 nF","C_0402_1005Metric",-8.130291,3.714240,90.000000,bottom
"C244","100 nF","C_0402_1005Metric",-8.308638,3.714634,90.000000,bottom
"C245","100 nF","C_0402_1005Metric",-8.543283,4.279988,-90.000000,bottom
"C246","100 nF","C_0402_1005Metric",-8.528520,4.000657,180.000000,bottom
"C247","100 nF","C_0402_1005Metric",-7.888953,4.315224,-90.000000,bottom
"C248","100 nF","C_0402_1005Metric",-8.049976,3.714634,90.000000,bottom
"C249","100 nF","C_0402_1005Metric",-8.351157,3.714437,90.000000,bottom
"C250","100 nF","C_0402_1005Metric",-7.891118,3.959319,0.000000,bottom
"C309","100 nF","C_0402_1005Metric",-11.525128,4.318447,-90.000000,bottom
"C310","100 nF","C_0402_1005Metric",-11.601506,3.713526,90.000000,bottom
"C311","100 nF","C_0402_1005Metric",-11.405049,4.318447,-90.000000,bottom
"C312","100 nF","C_0402_1005Metric",-11.347963,3.713526,90.000000,bottom
"C313","100 nF","C_0402_1005Metric",-11.248356,4.318447,-90.000000,bottom
"C314","100 nF","C_0402_1005Metric",-11.170010,4.318447,-90.000000,bottom
"C315","100 nF","C_0402_1005Metric",-11.326703,4.318447,-90.000000,bottom
"C316","100 nF","C_0402_1005Metric",-11.090876,3.713526,90.000000,bottom
"C317","100 nF","C_0402_1005Metric",-11.607018,4.318447,-90.000000,bottom
"C318","100 nF","C_0402_1005Metric",-11.091663,4.319037,-90.000000,bottom
"C319","100 nF","C_0402_1005Metric",-11.502687,3.828683,180.000000,bottom
"C320","100 nF","C_0402_1005Metric",-11.615089,4.138132,0.000000,bottom
"C321","100 nF","C_0402_1005Metric",-11.246388,4.230652,90.000000,bottom
"C322","100 nF","C_0402_1005Metric",-11.404656,4.230652,90.000000,bottom
"C323","100 nF","C_0402_1005Metric",-11.481427,4.230455,90.000000,bottom
"C324","100 nF","C_0402_1005Metric",-11.325128,4.230652,90.000000,bottom
"C325","100 nF","C_0402_1005Metric",-11.166860,4.230652,90.000000,bottom
"C326","100 nF","C_0402_1005Metric",-11.040679,4.139313,180.000000,bottom
"C327","100 nF","C_0402_1005Metric",-11.150325,3.828289,0.000000,bottom
"C328","100 nF","C_0402_1005Metric",-11.246388,3.713132,90.000000,bottom
"C329","100 nF","C_0402_1005Metric",-11.424734,3.713526,90.000000,bottom
"C330","100 nF","C_0402_1005Metric",-11.659380,4.278880,-90.000000,bottom
"C331","100 nF","C_0402_1005Metric",-11.644616,3.999549,180.000000,bottom
"C332","100 nF","C_0402_1005Metric",-11.005049,4.314116,-90.000000,bottom
"C333","100 nF","C_0402_1005Metric",-11.166073,3.713526,90.000000,bottom
"C334","100 nF","C_0402_1005Metric",-11.467254,3.713329,90.000000,bottom
"C335","100 nF","C_0402_1005Metric",-11.007215,3.958211,0.000000,bottom
"C383","470 nF","C_0402_1005Metric",-6.515748,5.696850,-90.000000,bottom
"C384","470 nF","C_0402_1005Metric",-6.492126,5.523622,-90.000000,bottom
"C386","470 nF","C_0402_1005Metric",-6.543307,6.204724,180.000000,bottom
"C388","470 nF","C_0402_1005Metric",-6.665354,6.188976,-90.000000,bottom
"C389","4.7 uF","C_0805_2012Metric",-6.417323,6.366142,90.000000,bottom
"C390","470 nF","C_0402_1005Metric",-6.492126,6.078740,0.000000,bottom
"C392","470 nF","C_0402_1005Metric",-6.731693,6.043307,180.000000,bottom
"C393","470 nF","C_0402_1005Metric",-6.940945,5.822835,180.000000,bottom
"C395","470 nF","C_0402_1005Metric",-6.901575,5.567520,-90.000000,bottom
"C396","4.7 uF","C_0805_2012Metric",-6.814961,5.374016,-90.000000,bottom
"C397","470 nF","C_0402_1005Metric",-6.688976,5.685039,180.000000,bottom
"C398","4.7 uF","C_0805_2012Metric",-7.283465,5.413386,-90.000000,bottom
"C399","470 nF","C_0402_1005Metric",-7.071457,5.618110,0.000000,bottom
"C400","470 nF","C_0402_1005Metric",-7.150197,6.232283,0.000000,bottom
"C402","470 nF","C_0402_1005Metric",-6.881890,6.066929,180.000000,bottom
"C403","4.7 uF","C_0805_2012Metric",-7.295276,5.984252,0.000000,bottom
"C404","470 nF","C_0402_1005Metric",-6.968504,6.003937,-90.000000,bottom
"C405","4.7 uF","C_0805_2012Metric",-7.375492,6.527559,0.000000,bottom
"C406","470 nF","C_0402_1005Metric",-7.122047,5.972441,0.000000,bottom
"C407","4.7 uF","C_0805_2012Metric",-6.972441,6.456693,0.000000,bottom
"C408","470 nF","C_0402_1005Metric",-6.775591,5.937008,-90.000000,bottom
"C409","470 nF","C_0402_1005Metric",-6.732283,6.003937,180.000000,bottom
"C411","470 nF","C_0402_1005Metric",-6.850394,5.933071,-90.000000,bottom
"C414","470 nF","C_0402_1005Metric",-6.870079,5.826772,-90.000000,bottom
"C417","470 nF","C_0402_1005Metric",-6.724409,5.873425,-90.000000,bottom
"C419","470 nF","C_0402_1005Metric",-6.782874,5.858268,180.000000,bottom
"C420","4.7 uF","C_0805_2012Metric",-6.850394,6.377953,90.000000,bottom
"C421","470 nF","C_0402_1005Metric",-6.917323,6.003937,-90.000000,bottom
"C1","1000 pF, 2KV","C_1206_3216Metric",1.037008,3.214173,-90.000000,top
"C2","100 nF","C_0402_1005Metric",1.140906,2.954457,-90.000000,top
"C3","100 nF","C_0402_1005Metric",0.990906,2.954457,-90.000000,top
"C4","100 nF","C_0402_1005Metric",0.842906,2.954457,-90.000000,top
"C5","100 nF","C_0402_1005Metric",0.692906,2.954457,-90.000000,top
"C6","100 nF","C_0402_1005Metric",1.215906,1.835362,-90.000000,top
"C7","100 nF","C_0402_1005Metric",1.065906,1.826969,-90.000000,top
"C8","100 nF","C_0402_1005Metric",0.915906,1.835362,-90.000000,top
"C9","100 nF","C_0402_1005Metric",0.763906,1.835362,-90.000000,top
"C10","1000 pF, 2KV","C_1206_3216Metric",1.000000,2.002362,-90.000000,top
"C11","100 nF","C_0402_1005Metric",6.166929,6.050591,180.000000,top
"C12","100 nF","C_0402_1005Metric",6.166929,6.090354,180.000000,top
"C13","100 nF","C_0402_1005Metric",6.166929,6.148425,180.000000,top
"C14","100 nF","C_0402_1005Metric",6.166929,6.188976,180.000000,top
"C15","100 nF","C_0402_1005Metric",6.166929,6.248031,180.000000,top
"C16","100 nF","C_0402_1005Metric",6.166929,6.288118,180.000000,top
"C17","100 nF","C_0402_1005Metric",6.166929,6.346016,180.000000,top
"C18","100 nF","C_0402_1005Metric",6.166929,6.386016,180.000000,top
"C19","100 nF","C_0402_1005Metric",6.432843,6.564598,90.000000,top
"C20","100 nF","C_0402_1005Metric",6.472843,6.564598,90.000000,top
"C21","100 nF","C_0402_1005Metric",6.530709,6.564598,90.000000,top
"C22","100 nF","C_0402_1005Metric",6.571087,6.564598,90.000000,top
"C23","100 nF","C_0402_1005Metric",6.631480,6.564598,90.000000,top
"C24","100 nF","C_0402_1005Metric",6.671480,6.564598,90.000000,top
"C25","100 nF","C_0402_1005Metric",6.729000,6.564598,90.000000,top
"C26","100 nF","C_0402_1005Metric",6.770000,6.564598,90.000000,top
"C27","1.0 uF","C_0603_1608Metric",1.294906,3.419366,90.000000,top
"C28","1.0 uF","C_0603_1608Metric",2.651906,3.862366,0.000000,top
"C29","22 uF, 3.637 mOhm","C_1206_3216Metric",2.543937,7.597759,180.000000,top
"C30","22 uF, 3.637 mOhm","C_1206_3216Metric",2.543937,7.500259,180.000000,top
"C31","22 uF, 3.637 mOhm","C_1206_3216Metric",2.542937,7.402759,180.000000,top
"C32","2.2 nF, 1.268 Ohm","C_0402_1005Metric",2.542055,7.684759,180.000000,top
"C33","2.2 uF, 9.497 mOhm","C_0805_2012Metric",2.723145,7.796759,0.000000,top
"C34","2.2 uF, 9.497 mOhm","C_0805_2012Metric",2.851055,7.824759,90.000000,top
"C35","100 nF, 64 mOhm","C_0805_2012Metric",2.291055,7.813759,-90.000000,top
"C36","470 pF, 5.548 Ohm","C_0402_1005Metric",2.135960,7.983759,0.000000,top
"C37","100 uF, 4.885 mOhm","C_1206_3216Metric",1.478055,7.438759,-90.000000,top
"C38","100 uF, 4.885 mOhm","C_1206_3216Metric",1.332655,7.438759,-90.000000,top
"C39","100 uF, 4.885 mOhm","C_1206_3216Metric",1.187255,7.438759,-90.000000,top
"C40","100 uF, 4.885 mOhm","C_1206_3216Metric",1.041855,7.438759,-90.000000,top
"C41","100 uF, 4.885 mOhm","C_1206_3216Metric",0.896455,7.438759,-90.000000,top
"C42","100 uF, 4.885 mOhm","C_1206_3216Metric",0.751055,7.438759,-90.000000,top
"C43","10 uF, 4.512 mOhm","C_1206_3216Metric",4.281937,7.441759,0.000000,top
"C44","10 uF, 4.512 mOhm","C_1206_3216Metric",4.283078,7.548759,0.000000,top
"C45","100 nF, 1 mOhm","C_0402_1005Metric",4.283078,7.634759,0.000000,top
"C46","100 nF, 1 mOhm","C_0603_1608Metric",4.468051,7.894759,180.000000,top
"C47","22 uF, 1 mOhm","C_0603_1608Metric",3.715555,7.970759,90.000000,top
"C48","22 uF, 1 mOhm","C_0603_1608Metric",3.792055,7.970759,90.000000,top
"C49","22 uF, 1 mOhm","C_0603_1608Metric",3.868555,7.970759,90.000000,top
"C50","10 uF, 4.512 mOhm","C_1206_3216Metric",5.324055,7.463759,0.000000,top
"C51","10 uF, 4.512 mOhm","C_1206_3216Metric",5.322937,7.565759,0.000000,top
"C52","100 nF, 1 mOhm","C_0402_1005Metric",5.322055,7.644759,0.000000,top
"C53","100 nF, 1 mOhm","C_0603_1608Metric",5.512051,7.893759,180.000000,top
"C54","22 uF, 1 mOhm","C_0603_1608Metric",4.773055,7.964759,90.000000,top
"C55","22 uF, 1 mOhm","C_0603_1608Metric",4.848055,7.965762,90.000000,top
